Review title,Username,Review,Rating
Not honoring rates published,LYL,"This review is to warn future customers about my experience when booking via Agoda.  I booked my hotel via Agoda on Mon and was charged as this is a non cancellation booking. On Thurs, I received an email stating the booking is cancelled due to ""incorrect rates""! When I called Agoda, they told me the hotel published wrong rates and ask me to rebook (price was almost double already).  In summary, please be careful when booking via Agoda as they are potential of not honouring what they published.  Thank you ",1
Not world class or as other Pan pacific standard Service,MRM,"Poor Customer service, lack of knowledge and understanding overseas visitor  expectation, every lift got security guard not to help customer more over act bossy to customer, Hotel reception staff lack of knowledge about pan pacific standard customer service, all the time Gender description about who is visiting hotel guest.",3
Amazing location,Rajesh C,"Well it was a mixed bag. Most of the parameters we good for example front desk is prompt and courteous. Cleanliness is good. Room is good. Room size is perfect. Location is awesome  However I had a couple of unpleasant experience with the F&B team. I happened to ask a Chef behind the counter if they also have hot bread or Naan and their reaction was pretty disappointing. Hands waived in a gesture dismissing the questions and response was like that ""what you see is what you get"" There is no smile on the face of Chefs and it seems they are doing their job under pressure",3
Buffet,Cheerojess,Great service from Janice. Super attentive and friendly. Came here to celebrate my mother's birthday and we were greeted with a pretty slice of cake. Janice is always helping to clear our table and ensure we have drinks throughout our meal.,5
Ermmm…Tq…,Nuha,"Overall was average because i dont feel the warmth/hospitality of the staff and it was a special day for us as its our anniversary and my partner’s birthday..lack of coffee machine had me seething for i checked in a 5 star hotel and to be given a nescafe instant coffee sachet and a kettle to boil myself is really makin me wonder if its Pan Pacific or Hotel 81 that ive checked in...Been to 3 stars that has Nespresso.…Ill stick to Parkroyal Marina…In my honest humble opinion,they could have done better…",3
Perfect service,Bella,"Here at Atrium, all the staffs were very attentive and try to provide good service as much as they can  Especially Rojie, Putra and Jiayi, special thanks to them as I was able to spend a great time with my friend  Please pass it my appreciate to them   I really recommend this place  Thank u very much 🙏",5
Better off at PRMB,ED L,"Had stayed in the club room at Parkroyal Marina recently and was hoping that the PanPac club room would offer a better experience  Room had a strong musty smell upon entering which couldn’t be removed despite the staff providing us with a dehumidifier.  (It seems like it is a common issue that has not been rectified based on other reviews on tripadivsor)  In addition, room was observed to be dusty at the wardrobe and bedside table.  Was granted a room change to a smaller room(no separate shower and bath tub) later in the evening. Thankfully there was no musty smell in the replacement room.  Service at the pacific club during tea time could be greatly improved as the staff seems to be overwhelmed and it took a very long time for guests to be served. However, service during the…",2
Very nice experience,AvidTravellerLetsGo,"Comfortable chair, nice music and environment. Some of the seats are next to a mini pond!  Very friendly people here. Gave me peanuts with my beer, and refilled when I finished the peanuts. Really helped to pass the waiting time. Thanks a lot.",5
STILL THE BEST FOR VALUE !!,wilkinwktang,"Our overnight stay at the Club level in Pan Pacific Singapore is like a dream comes true or 2nd time lucky ! We originally booked for 2 nights in Jan 2022 but due to COVID 19 , the stay has to be cancelled . For this time , very high standard of service and care were observed from the moment we walked in .  While our room was not ready at noon , we were guided professionally by ABHI at the check in counter , allowing us to go for lunch while waiting for our room . We returned at 2pm and moved in to the nice room on 34th floor smoothly . My wife was so happy to see the fantastic view from the window overlooking the Marina Bay and the surroundings - very nice indeed ! Shortly , the SPECIAL TREAT  for our 38th Wedding Anniversary arrived which was a surprise to my wife and she…",5
Birthday Celebration!,Unicornxfactor,"Came here for their ""Japanese-inspired Afternoon Tea"" with my hubby to celebrate his Birthday. I have a special requested for a slice of birthday cake with specific wordings. We will arranged to sit in one of their very designer or architectural ""cage"". It was instagrammable. We were impressed with the service & high tea spread. Coffee & tea served were pretty special too. Overall 6 stars.  Will be back again with friends.  Keep up the good service Pan Pacific Team.",5
