Review title,Username,Review,Rating
Awesome service and spectacular view,jOy,"I want to specifically shout out to Mr. Sibil for his excellent  service and dedication to his work. Kudos to you! On top of that, a great place to hang out with your friends most especially at night. Very cozy, relaxing and a stress reliever.   Thanks Fullerton!😊😉",5
Dinner at La Brasserie,Noel C,"Had dinner with my partner at La Brasserie. The food was top notch, matched by the attentive and warm service provided from Kumar and Daniel. The service staff were polite and accommodating, taking the initiative to help us split the food into 2 servings knowing that we were planning to share. Thanks Kumar and Daniel!",5
Drinks and dinner,MP8CV,"Loges, our waiter was fantastic.  So hospitable, attentive and professional.  And so warm and welcoming.  The views were also spectacular.  Highly recommend the chocolate cake for dessert; a wonderful ending to a lovely evening!",5
VERY GOOD SERVICE,Kelly W,Sibiil was very attentive and kind. We had to move our seats to the smoking area. But he made sure we had a table and dry seats there. Great to be able to drink and smoke at the same time. 10/10 would come back there!!,5
Mister,Chrischia72,This is absolutely a wonderful place to start  with in celebration of a special occasion with truly a good friend however what  made it an even more Joyful experience is the staff serving here.  I would like to name a few and especially Kumar who is cheerful and so friendly.  He created  a relaxing  atmosphere for us to indulge in    The rest of the staff members like  Maria  Daniel and last but not least Tyson.  They were all very  attentive and approachable.  A piece of complimentary cake was offered and a photo was taken for us to keep it as a souvenir.  I will definitely re-visit this beautiful and elegant cafe in near future with friends and family.  Keep up the good work !,5
One of the best services ever!,Dane,"No doubt, the service here has been consistently amazing. One of the many reasons why i keep coming back to this place for my afternoon tea cravings. The food was exquisite and the tea selection was beyond excellent. A BIG SHOUT TO KUMAR! Best person ever! Thank you for making our afternoon a memorable one. 💯💯💯💯",5
Excellient service,Chris C,"Very welcoming experience, first time dining at the fullerton bay and the experience was warm welcoming, staff were friendly and all were there to tend to our needs, will return back in time for more dining experience and also can consider staycation",5
Fantastic Stay with Young kids,Roam56415671252,"We thoroughly enjoyed our time at our Bay View room. Every staffs (I mean it~) were very attentive and friendly, and continually made efforts to ensure that we were well taken care of. They were good with children and would often engage them - made the children feel very special. A big shout out to Mr Olivia & Yugen, they were extremely welcoming while check-in!   More surprises come up as we entered the sparkling clean room. The view was to die for be it day or night. A birthday cake c/w handwritten greeting card and a Fullerton Bay Captain bear for my birthday boy makes it more memorable~ I was very surprised with gesture and for that I am very thankful.  We didn’t catch the name of the lovely lady who served us our breakfast. She was attentive to our needs. We truly thankful…",5
Fantastic view of the marina bay,samlimjiajun,The restaurant is very good in the service and the food as well do recommend to come back anytime. Especially Sibil excellent service on Wed evening. Do you come back again for the drinks food service and a fantastic evening out thank you,5
Awesome stay with Afternoon Tea,Jack H,"Great stay with awesome service and wonderful National Day Afternoon Tea.   Room was very clean and was specially made up for our wedding anniversary. Truly a magical stay. Special shout-out to Rhea and Ms Sharon Ng doe making all of it possible. My wife was thrilled. Views from the pool were great and feeling refreshed from this stay.   National Day Afternoon Tea was served to us by Kamar, Lotha & Tyson. Service was efficient and attentive. Amazing selection of teas:) a great end to our short staycation!",5
Good choice for romantic date,Ong Y,"Food, cleanliness, ambience, service were good. Kumar attended to us. He was well-groomed, polite, attentive without being intrusive. We enjoyed what we ordered: French onion soup, prawn n chorizo, duck confit, Steak n frites…They were delicious!",5
Mr lee,N502BQandreww,"Kumar can read my mind, knows every drink and top up savouries before my mind can speak out.ambience is nice with good company. The high tea is completed with special turmeric cappuccino. Elegant high tea tier stand.",5
Casual high tea,EilynL,Nice ambience and services  Good job Kumar for your hilarious and friendly personality. Keep up with the spirit ! Food were delicious and pleasant to palate  Drinks were great  Nice scenery too  Great hospitality,5
Outstanding service,Syafiqah Muslih,I would like to extend my greatest appreciation to the following employee of yours as they have made our at Fullerton Bay amazing as well as an unforgettable memory. The employees are:  1) Oliver  2) Umar 3) Loges 4) Anna 5) Germa 6) Roy 7) Chef Freddie  See you again next year to celebrate our wedding anniversary 😊,5
Topnotch service and awesome view,Glaiza chan,"Topnotch personalised service. Awesome view and bf was good. Kudos to Kumar, super friendly and customer oriented. The in room dining team even gave a unforgettable surprise, a memento for us to keep, none ever did elsewhere. 👍👍👍",5
